D-,B-,D-,B-,D-,B-,D-,B-
Bb^,B-7,Bb^,B-7,Bb^,B-7,Bb^,B-7
D-,B-,D-,B-,D-,B-,D-,B-
Bb,G/B,Bb,Gadd9,Bb,G/B,Bb,Gadd9
F#7,,,,E-6,,,
F#7,,,,E-6,,,
