B^,D7,G^,Bb7,Eb^,,A-7,D7
G^,Bb7,Eb^,F#7,B^,,F-7,Bb7
Eb^,,A-7,D7,G^,,C#-7,F#7
B^,,F-7,Bb7,Eb^,,C#-7,F#7
