Eb^,,G-7,,D-7,,Bb^,F7
D-7,G-7,C-7,F7,Eb^,,C7,
Eb^,,G-7,,D-7,,Bb^,F7
Eb^,Bb^,C-7,F7,Eb^,Bb^,Eb-6,
